Name,URL,Income,Pages,Size,404,500,Robots
SHERBORN COMMUNITY CENTER FOUNDATION INC,sherborncommunitycenter.com,66022.0,1444,48344781,4,0,True
EASTON CHILDRENS MUSEUM INC,www.childrensmuseumineaston.org,493806.0,2144,43310594,213,0,True
1794 MEETINGHOUSE INC,www.1794meetinghouse.org,70300.0,2,2562,0,0,False
NEW ENGLAND QUILT MUSEUM,www.nequiltmuseum.org,558573.0,919,48660794,97,0,True
GLOUCESTER ADVENTURE INC,schooner-adventure.org,683567.0,0,0,0,0,False
STRAIGHT AHEAD PICTURES INC,www.straightaheadpictures.org,206012.0,0,0,0,0,False
HOLYOKE MERRY-GO-ROUND INC,www.holyokemerrygoround.org,132528.0,221,19699077,8,0,False
BRICKBOTTOM ARTISTS ASSOCIATION INC,www.brickbottomartists.com,32722.0,34,585203,2,0,True
LLOYD CENTER FOR THE ENVIRONMENT,www.lloydcenter.org,1320567.0,4122,106384271,1,0,True
MASSACHUSETTS MUSEUM OF CONTEMPORARY ART,www.massmoca.org,19808613.0,0,0,0,0,False
OLD NORTH FOUNDATION OF BOSTON INC,www.oldnorth.com,1238245.0,1369,71789273,75,0,True
COMMONWEALTH ZOOLOGICAL CORPORATION,www.zoonewengland.org,13851009.0,4056,190124343,61,0,True
CHILDRENS DISCOVERY MUSEUM OF CAPE COD INC,www.capecodchildrensmuseum.org,333778.0,307,16421229,0,0,True
SHELBURNE FALLS TROLLEY MUSEUM INC,www.sftm.org,44541.0,0,0,0,0,False
GALLERY X INC,www.galleryx.org,47221.0,3,1621,2,0,False
PEABODY ESSEX MUSEUM INC,www.pem.org,186079173.0,8574,3598478848,178,0,True
WATERS FARM PRESERVATION INC,suttonhistoricalsociety.org,31231.0,0,0,0,0,False
WEST STOCKBRIDGE HISTORICAL SOCIETY INC,www.weststockbridgehistory.org,101859.0,0,0,0,0,False
REVOLVING MUSEUM INC,www.revolvingmuseum.org,166527.0,3,1604,0,0,True
PEPPERELL HISTORICAL SOCIETY,pepperellhistory.org,1024.0,0,0,0,0,False
THE GREATER NEW BEDFORD REGIONAL VOCATIONAL-TECHNICAL HIGH S,www.gnbvt.edu,16894.0,2227,383377157,15,0,False
OAKHAM HISTORICAL MUSEUM INC,www.oakhamhistory.com,11664.0,0,0,0,0,False
ASHBURNHAM HISTORICAL SOCIETY INC,www.ashburnhamhs.org,18015.0,148,31238234,0,0,True
NEW BEDFORD MUSEUM AND ART CENTER INC,www.newbedfordartmuseum.org,328130.0,3,1989,0,0,True
FRIENDS OF THE PARAGON CAROUSEL INC,www.paragoncarousel.com,341043.0,0,0,0,0,False
NATIONAL MARINE LIFE CENTER INC,www.nmlc.org,311543.0,7498,1969189325,38,2,True
TWO CENTRE STREET RESTORATION PROJECT INC,www.twocentrestrestorationproject.com,118248.0,0,0,0,0,False
NEW BRAINTREE HISTORICAL SOCIETY,www.newbraintreehistoricalsociety.org,18444.0,0,0,0,0,False
MUSEUM OF OUR INDUSTRIAL HERITAGE,industrialhistory.org,8401.0,1491,321623646,2,0,True
LUPA GAME FARM INC,www.lupazoo.org,375455.0,0,0,0,0,False
NEW BEDFORD HISTORICAL SOCIETY,nbhistoricalsociety.org,49648.0,711,58887700,16,0,True
NANTUCKET LIGHTSHIP BASKET MUSEUM INC,www.nantucketlightshipbasketmuseum.org,296842.0,0,0,0,0,False
HIGHLAND MUSEUM AND LIGHTSHOUSE INC,www.highlandlighthouse.org,205121.0,0,0,0,0,False
CAPE COD MARITIME MUSEUM INC,www.capecodmaritimemuseum.org,308052.0,0,0,0,0,False
MASSACHUSETTS STATE POLICE MUSEUM AND LEARNING CENTER INC,www.mspmlc.com,80669.0,0,0,0,0,False
PROVIDENCE & WORCESTER RAILFAN CLUB & MUSEUM INC,www.pwrfc.net,5048.0,69,3370048,3,0,True
SAVE OUR HERITAGE INC,www.saveourheritage.com,2682836.0,173,28943995,5,0,False
DEVENS HISTORICAL MUSEUM,www.fortdevensmuseum.org,15159.0,200,19954500,2,0,True
THE NATIONAL TRUST FOR SCOTLAND FOUNDATION USA INC,www.ntsusa.org,725104.0,0,0,0,0,False
CITYSPROUTS,citysprouts.org,426732.0,0,0,0,0,False
VIRGINIA THURSTON HEALING GARDEN,www.healinggarden.net,280570.0,0,0,0,0,False
ERIC CARLE MUSEUM OF PICTURE BOOK ART INC,www.carlemuseum.org,2746535.0,50170,808008682,1451,3,True
CHILDRENS GLOBAL DISCOVERY MUSEUM,www.ourworldcgdm.org,55058.0,3,20655,0,0,True
HANDSHOUSE STUDIO INC,www.handshouse.org,312578.0,0,0,0,0,False
MARBLEHEAD MUSEUM & HISTORICAL SOCIETY INC,www.marbleheadmuseum.org,466530.0,5721,273398011,239,10,False
ATTLEBORO MUSEUM INC,www.attleboromuseum.org,491335.0,1,490,0,0,True
NICHOLS HOUSE MUSEUM INC,www.nicholshousemuseum.org,594159.0,249,161016737,6,0,False
CAMBRIDGE HISTORICAL SOCIETY,www.cambridgehistory.org,339521.0,3349,47567355,3,0,True
AMHERST HISTORICAL SOCIETY,www.amhersthistory.org,83300.0,493,11621507,0,0,True
MILTON HISTORICAL SOCIETY,www.miltonhistoricalsociety.org,26349.0,736,183113407,12,0,False
DANVERS HISTORICAL SOCIETY GLEN MAGNA,www.danvershistory.org,279195.0,115,17931255,4,0,False
ROYALL HOUSE ASSOCIATION,www.royallhouse.org,267777.0,1351,119776018,7,0,True
ROWE HISTORICAL SOCIETY,www.rowehistoricalsociety.org,25921.0,0,0,0,0,False
BRAINTREE HISTORICAL SOCIETY INC,www.braintreehistorical.org,131289.0,3,3298,0,0,True
THE HANOVER HISTORICAL SOCIETY,hanoverhistoricalsociety.com,140073.0,85,1090108,1,0,True
HINGHAM HISTORICAL SOCIETY,www.hinghamhistorical.org,349445.0,804,19835219,11,0,True
SANDY BAY HISTORICAL SOCIETY AND MUSEUM INC,www.sandybayhistorical.org,51178.0,95,1125968,4,0,False
QUINCY HISTORICAL SOCIETY,quincyhistory.org,130115.0,0,0,0,0,False
ARLINGTON HISTORICAL SOCIETY,www.arlingtonhistorical.org,58437.0,1701,153511156,30,0,True
OAKES AMES MEMORIAL HALL ASSOCIATION,www.oakesameshall.org,35245.0,456,11555066,0,0,True
GROTON HISTORICAL SOCIETY,www.grotonhistoricalsociety.org,74852.0,810,160181909,1,0,True
TOPSFIELD HISTORICAL SOCIETY,www.topsfieldhistory.org,48028.0,149,77364495,3,0,True
NEWBURYPORT ART ASSOCIATION INC,www.newburyportart.org,224419.0,88796,520938230,5755,0,True
DORCHESTER HISTORICAL SOCIETY,www.dorchesterhistoricalsociety.org,195581.0,2208,278974752,2,0,True
CLINTON HISTORICAL SOCIETY,www.clintonhistorical.org,158973.0,40,644944,2,0,True
BELMONT HISTORICAL SOCIETY INC,www.belmonthistoricalsociety.org,13260.0,0,0,0,0,False
HISTORICAL SOCIETY OF OLD YARMOUTH,www.hsoy.org,173405.0,0,0,0,0,False
BREWSTER HISTORICAL SOCIETY INC,www.brewsterhistoricalsociety.org,84147.0,0,0,0,0,False
HISTORIC NORTHAMPTON,www.historic-northampton.org,212957.0,4282,3015315085,22,0,False
LITTLETON HISTORICAL SOCIETY,www.littletonhistoricalsociety.org,20823.0,2460,624557075,374,0,True
DUXBURY RURAL AND HISTORICAL SOCIETY INC,duxburyhistory.org,2402810.0,340,13082960,7,0,True
WING FAMILY OF AMERICA INC,www.wingfamily.org,20235.0,0,0,0,0,False
FITCHBURG ART MUSEUM,www.fitchburgartmuseum.org,6489890.0,1104377,4822831310,6,2,False
EASTHAM HISTORICAL SOCIETY INC,www.easthamhistorical.org,26338.0,0,0,0,0,False
PORTER-PHELPS-HUNTINGTON FOUNDATION INC,www.pphmuseum.org,75935.0,263,2757369,3,0,True
ALDEN KINDRED OF AMERICA INC,www.alden.org,80420.0,60,9963587,4,0,False
MANCHESTER HISTORICAL SOCIETY,www.manchesterhistorical.com,108144.0,3,10321,0,0,True
JAMAICA PLAIN TUESDAY CLUB INC,loring-greenough.org,536924.0,8039,61793869,10,0,True
OSTERVILLE HISTORICAL SOCIETY INC,www.ostervillemuseum.org,189760.0,0,0,0,0,False
LEXINGTON HISTORICAL SOCIETY,www.lexingtonhistory.org,1082458.0,939,162888260,2,0,True
PLYMOUTH ANTIQUARIAN SOCIETY,www.plymouthantiquariansociety.org,246231.0,55,7397905,4,0,False
WILLIAMSTOWN HISTORICAL MUSEUM,www.williamstownhistory.com,77388.0,20,118946,0,0,True
ATHOL HISTORICAL SOCIETY INC,www.atholhistoricalsociety.com,29623.0,0,0,0,0,False
NAISMITH MEMORIAL BASKETBALL HALL OF FAME INC 1150 WEST COLU,www.hoophall.com,6006038.0,2210,13295980,14,0,True
SCITUATE HISTORICAL SOCIETY,scituatehistoricalsociety.org,628312.0,148,1756036,5,0,True
GOLDEN BALL TAVERN TRUST,www.goldenballtavern.org,404308.0,101,13712639,10,0,False
WESTWOOD HISTORICAL SOCIETY INC,www.westwoodhistoricalsociety.com,46413.0,0,0,0,0,False
STERLING HISTORICAL SOCIETY INC,www.sterlinghistorical.org,275145.0,0,0,0,0,False
SOUTH END HISTORICAL SOCIETY INC,www.southendhistoricalsociety.org,164843.0,2,954,0,0,True
ORLEANS HISTORICAL SOCIETY,www.orleanshistoricalsociety.org,80917.0,934,535494336,43,0,False
MARLBOROUGH HISTORICAL SOCIETY INC,www.historicmarlborough.org,67118.0,366,742308572,11,0,False
CENTERVILLE HISTORICAL SOCIETY INC,www.centervillehistoricalmuseum.org,233745.0,7,5953,0,0,True
MARSHFIELD HISTORICAL SOCIETY INCORPORATED,www.marshfieldhistoricalsociety.com,14964.0,275,4924443,17,0,True
LEOMINSTER HISTORICAL SOCIETY INC,leominsterhistorical.org,19533.0,0,0,0,0,False
MARTHAS VINEYARD PRESERVATION TR INC,www.thetrustees.org,3142547.0,88041,931458361,372,0,False
WOMEN AT WORK MUSEUM INC,www.womenatworkmuseum.org,1634.0,436,30139579,6,0,False
LOWELLS MARITIME FOUNDATION DBA LOWELLS BOAT SHOP,www.lowellsboatshop.com,282004.0,799,24682478,19,0,True
FRELINGHUYSEN MORRIS HOUSE AND STUDIO,www.frelinghuysen.org,3878885.0,243,12904644,1,0,True
POLLY HILL ARBORETUM INC,www.pollyhillarboretum.org,792950.0,1660,180271424,7,0,True
MEG FOUNDATION,megfoundationsaugus.org,11000.0,0,0,0,0,False
JOHN F KENNEDY HYANNIS MUSEUM FOUNDATION INC,jfkhyannismuseum.org,17207.0,920,45297744,30,0,True
FRIENDS OF SCHELL BRIDGE,www.schellbridge.org,8130.0,0,0,0,0,False
ORPH INC,www.orphinc.org,836.0,0,0,0,0,False
TRAYSER MUSEUM DIRECTORS INC,www.coastguardheritagemuseum.org,33537.0,14,90426,1,0,True
FULLER CRAFT MUSEUM INC,www.fullercraft.org,1030434.0,2457,812560398,362,1,True
PLYMOUTH GUILD INC,www.plymouthguild org,571771.0,0,0,0,0,False
THE STOCKBRIDGE BOWL ASSOCIATION,www.thesba.org,63510.0,0,0,0,0,False
BERKSHIRE SCENIC RAILWAY MUSEUM INC,www.berkshirescenicrailroad.org,74164.0,93,4287409,0,0,True
FRIENDS OF CAPRON PARK ZOO INC,www.capronparkzoo.com,23089.0,380,28889581,0,0,True
PRESERVATION MASS,preservationmass.org,353671.0,0,0,0,0,False
PROJECT SAVE ARMENIAN PHOTOGRAPH ARCHIVES INC,www.projectsave.org,142078.0,0,0,0,0,False
ARMENIAN LIBRARY AND MUSEUM OF AMERICA INC,www.almainc.org,2144639.0,4,2140,0,0,False
THE BIDWELL HOUSE INC,www.bidwellhousemuseum.org,418137.0,0,0,0,0,False
HARWICH HISTORICAL SOCIETY,www.harwichhistoricalsociety.org,75964.0,75,1669181,3,0,False
FRIENDS OF MOUNT AUBURN CEMETERY,www.mountauburn.org,1851432.0,1,414,0,0,True
FOREST HILLS EDUCATIONAL TRUST,www.foresthillstrust.org,179146.0,0,0,0,0,False
CAMBRIDGE CENTER FOR CHINESE CULTURE INC,www.bostoncccc.org,860264.0,0,0,0,0,False
ASHFIELD HISTORICAL SOCIETY INC,www.ashfieldhistorical.org,39559.0,0,0,0,0,False
NEWBURYPORT MARITIME SOCIETY INC,www.customhousemaritimemuseum.org,156449.0,1196,88124536,3,0,False
EASTON HISTORICAL SOCIETY INC,eastonhistoricalsociety.org,52434.0,52,82262957,6,0,False
PRESERVATION WORCESTER INC,preservationworcester.org,483035.0,661,113739349,13,0,True
FREETOWN HISTORICAL SOCIETY INC,www.freetownhistory.webs.com,401606.0,0,0,0,0,False
BROCKTON HISTORICAL SOCIETY INC,www.papacy.com,13143.0,9,52562,0,0,False
MYSTIC VALLEY RAILWAY SOCIETY INC,www.mysticvalleyrs.org,211497.0,198,29420015,9,0,False
NYE FAMILY OF AMERICA ASSOCIATION INC,nyefamily.org,24647.0,153,3337475,0,0,True
BOXFORD HISTORICAL SOCIETY INC,www.boxfordhistoricalsociety.com,27338.0,33,1173579,7,0,False
FAIRBANKS FAMILY IN AMERICA INC,www.fairbankshouse.org,329905.0,214,342501398,39,0,False
WALTHAM MUSEUM INC,walthammuseum.com,19253.0,238,6430077,77,0,False
SHEFFIELD HISTORICAL SOCIETY,www.sheffield-pottery.com,84302.0,37712,455553588,18,0,True
SPRINGFIELD PRESERVATION TRUST INC,springfieldpreservationtrust.org,71976.0,3,1335,0,0,False
NORTHEAST DOCUMENT CONSERVATION CENTER,www.nedcc.org,2958546.0,87,48026,0,0,False
WALPOLE HISTORICAL SOCIETY,www.walpolehistoricalsociety.org,18253.0,0,0,0,0,False
WINCHESTER HISTORICAL SOCIETY INC,www.winchesterhistoricalsociety.org,83249.0,0,0,0,0,False
NORWOOD HISTORICAL SOCIETY,www.norwoodhistoricalsociety.org,33579.0,117,15886999,9,0,False
WINNEKENNI FOUNDATION,www.winnekenni.com,53522.0,0,0,0,0,False
PEABODY HISTORICAL SOCIETY,www.peabodyhistorical.org,610191.0,153,4345670,3,0,False
NAHANT HISTORICAL SOCIETY,www.nahanthistory.org,77950.0,357,78578447,3,0,False
NEW BEDFORD PRESERVATION SOCIETY INC,www.nbpreservationsociety.org,17746.0,0,0,0,0,False
FRIENDS OF THE PUBLIC GARDEN AND COMMONS,friendsofthepublicgarden.org,5176431.0,0,0,0,0,False
CAPE COD MODERN HOUSE TRUST INC,ccmht.org,116798.0,0,0,0,0,False
SUSAN B ANTHONY BIRTHPLACE MUSEUM INC,www.susanbanthonybirthplace.com,141897.0,243,35513203,8,0,True
SCHOONER ERNESTINA-MORRISSEY ASSOCIATION,www.ernestina.org,44522.0,0,0,0,0,False
GALLERY 263 INC,www.gallery263.com,62673.0,16407,240530392,728,0,True
FRIENDS OF LYNN HISTORICAL SOCIETY INC,www.lynnmuseum.org,2675.0,622,40931057,13,0,True
FISHERMENS TRIBUTE FUND,www.fishermenstributefund.org,19970.0,0,0,0,0,False
DESIGN MUSEUM BOSTON INC,www.designmuseumboston.org,82738.0,4,2325,0,0,False
DRINKING GOURD PROJECT,www.drinkinggourdproject.org,119500.0,3,1744,0,0,False
WEST END MUSEUM INCORPORATED,www.westendcommunitycenter.com,16584.0,3,15294,0,0,True
HENRY BESTON SOCIETY INC,www.henrybeston.org,35930.0,0,0,0,0,False
HILLSIDE RESTORATION PROJECT INC,hillsiderp.tripod.com,18633.0,0,0,0,0,False
CHATHAM MARCONI MARITIME CENTER INC,www.chathammarconi.org,239036.0,117,11804619,4,0,False
LESSONS ON LIBERTY INC,lessonsonliberty.com,101564.0,0,0,0,0,False
MUSEUM OF WORLD WAR II INC,www.museumofworldwarii.com,1810.0,0,0,0,0,False
HISTORIC WINSLOW HOUSE ASSOCIATION INC,www.winslowhouse.org,80346.0,6754,2007269732,55,0,True
BEDFORD HISTORICAL SOCIETY INC,www.bedfordmahistory.org,105638.0,302,182857826,0,0,True
ESSEX HISTORICAL SOCIETY & SHIPBUILDING MUSEUM INC,www.essexshipbuildingmuseum.org,127269.0,97,21524079,4,0,True
ATTLEBORO AREA INDUSTRIAL MUSEUM INC,www.industrialmuseum.com,104818.0,44,17501765,3,0,False
GENERAL SOCIETY OF MAYFLOWER DESCENDANTS,www.themayflowersociety.com,1998065.0,9,5062,0,0,False
WOBURN HISTORICAL SOCIETY INC,www.woburnhistoricalsociety.com,59388.0,0,0,0,0,False
NANTUCKET DREAMLAND FOUNDATION,www.nantucketdreamland.org,14459669.0,0,0,0,0,False
CLYMER FOUNDATION,www.clymermuseum.com,309253.0,154,24762333,1,6,False
THE JENNEY HOUSE MUSEUM INC,www.plimoth.org,83779.0,2422,285369629,141,0,True
BERKSHIRE CAROUSEL INC,www.berkshirecarousel.com,296063.0,0,0,0,0,False
THE WALDEN WOODS PROJECT,www.walden.org,2861747.0,3,15582,2,0,False
YPSILANTI AUTOMOTIVE HERITAGE MUSEUM,www.ypsiautoheritage.org,101941.0,289,37153548,17,0,True
REACH STUDIO ART CENTER,www.reachstudioart.org,179907.0,1,695,0,0,True
BUCHANAN ART CENTER INC,www.buchananartcenter.org,67254.0,610,45064009,2,0,False
ICEBREAKER MACKINAC MARITIME MUSEUM INC,www.themackinaw.org,265298.0,0,0,0,0,False
COOPERSVILLE FARM MUSEUM INC,www.coopersvillefarmmuseum.org,102291.0,457,57159153,12,0,True
RAY TOWNSHIP HISTORICAL SOCIETY,www.rayhistory.org,4731.0,0,0,0,0,False
GREEKTOWN PRESERVATION SOCIETY,greektowndetroit.org,79972.0,0,0,0,0,False
MUSEUM OF CONTEMPORARY ART DETROIT,www.mocadetroit.org,1504602.0,1313,337509170,46,19,False
USS LST 393 PRESERVATION ASSOCIATION INC,www.lst393.org,101176.0,621,18459244,5,0,False
PHIPPS CNTR FOR THE ARTS INC,www.thephipps.org,1218104.0,1678,61535700,10,4,True
PETER DOUGHERTY SOCIETY,www.oldmissionhouse.com,31811.0,0,0,0,0,False
CLASSIC CAR CLUB OF AMERICA MUSEUM INC,www.cccamuseum.org,308897.0,0,0,0,0,False
KRASL ART CENTER INC,www.krasl.org,1033168.0,213,46431499,12,0,False
LEELANAU HISTORICAL SOCIETY,www.leelanauhistory.org,130162.0,197,26486191,5,0,False
MICHIGAN SCIENCE CENTER,www.mi-sci.org,183889.0,0,0,0,0,False
MENOMINEE RANGE HISTORICAL FOUNDATION,www.menomineemuseum.com,154710.0,308,8861459,6,0,False
GROSSE ILE HISTORICAL SOCIETY,www.gihistory.org,65699.0,0,0,0,0,False
ARTRAIN INC,www.artrainusa.org,555759.0,138,34105147,2,0,False
YPSILANTI HISTORICAL SOCIETY INC,www.ypsilantihistoricalsociety.org,310804.0,6193,5559353825,26,0,False
IMPRESSION 5 SCIENCE CENTER,www.impression5.org,1506619.0,1656,76982629,41,0,False
MICHILIMACKINAC HISTORICAL SOCIETY,fortdebuade.bravehost.com,88264.0,4,11544,0,0,True
MICHIGAN TRANSIT MUSEUM,www.michigantransitmuseum.org,18306.0,0,0,0,0,False
MILFORD HISTORICAL SOCIETY,www.milfordhistory.org,58554.0,564,75670783,18,0,True
FLUSHING AREA HISTORICAL SOCIETY,www.flushinghistorical.org,48000.0,41,1365581,2,0,False
CLARKSTON COMMUNITY HISTORICAL SOCIETY,www.clarkstonhistorical.org,63875.0,795,120953258,67,0,False
AACTMAD,aactmad.org,39670.0,416,36723076,18,0,False
OCEANA CTY HSTRCL & GENEALGCL,www.oceanacountyhistoricalgenealogicalsociety.org,86952.0,0,0,0,0,False
ARAB COMMUNITY CENTER FOR ECONOMIC AND SOCIAL,accesscommunity.org,19298563.0,1735,572198152,16,0,True
CULTURAL ALLIANCE OF SOUTHEASTERN MICHIGAN,www.culturesource.org,1092728.0,0,0,0,0,False
CHARLEVOIX CIRCLE OF ARTS,www.charlevoixcircle.org,83634.0,105,12922158,1,0,True
GREAT LAKES ZOOLOGICAL SOCIETY,www.glzszoo.org,381199.0,50,4253480,2,0,False
AIR ZOO LEGACY FOUNDATION,www.airzoo.org,40887307.0,1751,84544602,0,0,False
MICHIGAN MILITARY TECHNICAL HISTORICAL SOCIETY,www.mimths.org,45145.0,74,1981691,2,0,True
LESTER-BROWN FOUNDATION,www.historicallesterhome.com,9630.0,1,604,0,0,True
PACKARD MOTORCAR FOUNDATION,www.packardmotorfdn.org,312703.0,0,0,0,0,False
WILDERNESS TRAILS ANIMAL PARK INC,wildernesstrailszoo.org,273874.0,31,3083819,4,0,False
CHALDEAN COMMUNITY CULTURAL CENTER,www.chaldeanculturalcenter.org,70295.0,334,21873597,23,0,True
ANTIQUE TOY AND FIREHOUSE MUSEUM,www.ussedson.org,48975.0,3,2135,0,2,True
HISTORIC BOSTON EDISON ASSOCIATION,www.historicbostonedison.org,54472.0,0,0,0,0,False
SAGINAW MUSEUM,www.saginawartmuseum.org,1397582.0,245,1531326,0,40,True
MONROE COUNTY COUNCIL CIO SOCIAL AND WELFARE ASSOCIATION,www.monroelabor.org,25131.0,0,0,0,0,False
MARQUETTE COUNTY HISTORICAL SOCIETY INC,www.marquettecohistory.org,787901.0,3,1920,0,0,True
PRETTY LAKE VACATION CAMP,www.prettylakecamp.org,1603624.0,0,0,0,0,False
THE DETROIT INSTITUTE OF ARTS,www.dia.org,36365594.0,107567,3470737769,13,0,True
THE EDISON INSTITUTE INC,www.thehenryford.org,78544130.0,8623,1220030396,154,1,True
SCARAB CLUB,www.scarabclub.org,293946.0,1535,312235729,14,0,True
MUSKEGON COUNTY MUSEUM,www.lakeshoremuseum.org,1535611.0,10593,92710610,230,0,True
MONROE COUNTY HISTORICAL SOCIETY,www.co.monroe.mi.us,758615.0,4281,1339197705,671,0,False
GRAND RAPIDS ART MUSEUM,www.artmuseumgr.org,4118758.0,1672,104620656,68,0,True
CARRIAGE TOWN MINISTRIES,carriagetown.org,1831248.0,26,260331,1,0,True
HISTORICAL SOCIETY OF MICHIGAN,hsmichigan.org,947442.0,2969,222121396,58,0,True
BAY COUNTY HISTORICAL SOCIETY,www.bchsmuseum.org,343813.0,74,1073299,4,0,False
FLINT INSTITUTE OF ARTS,www.flintarts.org,16464397.0,2031,810430040,257,0,True
KALAMAZOO INSTITUTE OF ARTS,www.kiarts.org,4391015.0,6355,490928256,0,0,False
MASON COUNTY HISTORICAL SOCIETY INC,www.historicwhitepinevillage.org,1387701.0,386,17217456,1,0,True
HOLLAND HISTORICAL TRUST,www.hollandmuseum.org,892224.0,328,26994854,12,0,True
QUINCY MINE HOIST ASSOCIATION,www.quincymine.com,362917.0,0,0,0,0,False
THE HERITAGE MUSEUM AND CULTURAL CENTER,theheritagemcc.org,386553.0,175,15397007,1,0,True
HOUGHTON COUNTY HISTORICAL MUSEUM SOCIETY,www.houghtonhistory.org,26625.0,0,0,0,0,False
OAKLAND COUNTY PIONEER & HISTORICAL SOCIETY,ocphs.org,50521.0,335,1772898,3,0,False
LE SAULT DE SAINT MARIE HISTORICAL SITES INC,saulthistoricsites.com,607542.0,491,22950357,16,0,True
PORT HURON MUSEUM OF ARTS & HISTORY,www.phmuseum.org,839251.0,612,45106137,7,0,True
MUSEUM OF AFRICAN AMERICAN HISTORY,thewright.org,4752963.0,8868,295152264,359,0,True
BENZIE AREA HISTORICAL SOCIETY,www.bahmuseum.org,74406.0,3,1687,0,0,False
IRON COUNTY HISTORICAL AND MUSEUM SOCIETY,www.ironcountyhistoricalmuseum.org,179495.0,206,18512582,7,0,False
MUSIC HALL CENTER FOR THE PERFORMING ARTS,www.musichall.org,4188616.0,0,0,0,0,False
FRIENDS OF ELLA SHARP MUSEUM,www.ellasharp.org,51022.0,5,9803,4,0,False
HISTORICAL SOCIETY OF SAGINAW COUNTY,www.castlemuseum.org,1146717.0,10,135855,0,0,True
WHALEY HISTORICAL HOUSE ASSOCIATION INC,www.whaleyhouse.com,57928.0,14,66883,1,0,True
MICHIGANS OWN INC,www.michigansmilitarymuseum.com,113376.0,137,9031926,4,0,True
ROMEO HISTORICAL SOCIETY,www.romeohistoricalsociety.org,20910.0,0,0,0,0,False
ZEELAND HISTORICAL SOCIETY,www.zeelandmuseum.org,45109.0,0,0,0,0,False
POTTER PARK ZOOLOGICAL SOCIETY,www.potterparkzoo.org,1256003.0,26790,243234705,10,0,True
MICHIGAN WOMEN'S HISTORICAL CENTER AND HALL OF FAME,www.michiganwomenshalloffame.org,233746.0,415,68822833,12,0,False
ALLEGAN COUNTY HISTORICAL SOCIETY,www.allegancountyhistoricalmuseum.o,26341.0,0,0,0,0,False
RE OLDS MUSEUM ASSOC INC,www.reoldsmuseum.org,182322.0,688,37925023,11,0,True
URBAN INSTITUTE FOR CONTEMPORARY ARTS,www.uica.org,1917367.0,617,7569086,2,0,True
ANN ARBOR HANDS ON MUSEUM,www.aahom.org,2652615.0,1320,100882655,0,0,True
LES CHENEAUX HISTORICAL ASSOCIATION,www.lchistorical.org,122336.0,50,1935154,5,0,False
CANTON HISTORICAL SOCIETY,www.cantonhistoricalsociety.org,12406.0,93,1029428,0,0,True
GROSSE POINTE HISTORICAL SOCIETY,www.gphistorical.org,157680.0,2421,49952487,38,0,False
MARQUETTE MARITIME MUSEUM,mqtmaritimemuseum.com,119430.0,0,0,0,0,False
MACKINAC ASSOCIATES,www.mackinacparks.com,345825.0,2568,503533994,42,0,True
FLINT CHILDRENS MUSEUM,www.flintchildrensmuseum.org,475332.0,3,1343,0,0,False
SOUTH HAVEN CENTER FOR ARTS,www.southhavenarts.org,104298.0,2,5264,0,0,True
MICHIGAN MARITIME MUSEUM INC,www.michiganmaritimemuseum.org,508825.0,202,18241213,8,3,False
HANOVER HORTON AREA HISTORICAL,conklinreedorganmuseum.org,73321.0,0,0,0,0,False
FREDERIK MEIJER GARDENS AND SCULPTURE PARK,www.meijergardens.org,34704489.0,2815,182034290,4,0,True
HOLOCAUST MEMORIAL CENTER,www.holocaustcenter.org,2982365.0,1059,94998582,25,0,False
KEWEENAW COUNTY HISTORICAL SOCIETY,www.keweenawhistory.org,123884.0,0,0,0,0,False
CRYSTAL LAKE ART CENTER,crystallakeartcenter.org,542431.0,6,50681,0,0,True
BLUEWATER MICHIGAN CHAPTER OF THE NATL RAILWAY HISTORICAL SO,www.bluewaternrhs.com,74343.0,0,0,0,0,False
A P B A HISTORICAL SOCIETY INC,www.apba-racing.com,42820.0,22,10234,0,0,False
GREAT LAKES LIGHTHOUSE KEEPERS ASSOCIATION,www.gllka.com,368766.0,1769,235896451,7,0,True
MACOMB COUNTY HISTORICAL SOCIETY ENDOWMENT FUND,www.crockerhousemuseum.com,290420.0,11,50139,1,0,True
LEILA ARBORETUM SOCIETY INC,www.leilaarboretumsociety.org,245978.0,0,0,0,0,False
BUCKHAM FINE ARTS PROJECT,www.buckhamgallery.org,29726.0,1428,98397402,18,0,True
US NATIONAL SKI HALL OF FAME AND MUSEUM INC,www.skihall.com,370963.0,1275,24469551,28,0,True
DURAND UNION STATION INC,www.durandstation.org,154397.0,69,4073693,4,0,True
HISTORIC TRINITY INC,www.historictrinity.org,218281.0,29967,1378986369,30,0,False
LIBRARY OF MICHIGAN FOUNDATION,www.libraryofmichiganfoundation.org,2035091.0,0,0,0,0,False
MOTOWN HISTORICAL MUSEUM INC,www.motownmuseum.com,1590939.0,4,1959,0,0,True
GRAND TRAVERSE LIGHTHOUSE MUSEUM,www.grandtraverselighthouse.com,224505.0,3956,54009361,3,0,True
MUSIC HOUSE,www.musichouse.org,272513.0,28177,593016851,4,0,True
BYRON CENTER HISTORICAL SOCIETY,www.byroncenterhistory.com,31896.0,0,0,0,0,False
RIVER RAISIN CENTRE FOR THE ARTS INC,www.riverraisincentre.org,484005.0,774,83601926,59,0,False
MICHIGAN SUPREME COURT HISTORICAL SOCIETY INC,www.micourthistory.org,219441.0,0,0,0,0,False
KEMPF HOUSE,kempfhousemuseum.org,10064.0,80,566366,2,0,False
